UniqueID,biddable,startprice,condition,cellular,carrier,color,storage,productline,sold,noDescription,charCountDescription,upperCaseDescription,startprice_99end
11225,not biddable,499.99,used,No cellular,None,Gold,16/32/64 GB,iPad Air 1/2,1,no description,37,3,99 ending
11226,not biddable,375,refurbished,Cellular,Unknown,Gold,16/32/64 GB,iPad mini3,0,contains description,0,0,not a 99 ending
11227,not biddable,558.17,used,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,0,no description,99,2,not a 99 ending
11228,not biddable,159.94,refurbished,No cellular,None,White,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
11229,not biddable,425,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad 4,0,contains description,0,0,not a 99 ending
11230,not biddable,248,used,Cellular,Verizon,White,16/32/64 GB,iPad 3,0,no description,98,2,not a 99 ending
11231,biddable,0.99,new,Cellular,Verizon,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,99 ending
11232,biddable,200,used,No cellular,None,White,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
11233,biddable,199.99,used,Unknown,Sprint/T-Mobile,Gold,16/32/64 GB,iPad Air 1/2,1,no description,15,13,99 ending
11234,not biddable,80,used,No cellular,None,Black,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
11235,biddable,0.99,new,Cellular,Unknown,Gold,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,99 ending
11236,biddable,0.99,used,No cellular,None,Black,16/32/64 GB,iPad 4,1,contains description,0,0,99 ending
11237,biddable,250,used,Cellular,Verizon,White,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11238,not biddable,639,new,Unknown,Unknown,Unknown,Unknown,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11239,biddable,99,used,Unknown,Unknown,Unknown,Unknown,Unknown,0,contains description,0,0,99 ending
11240,not biddable,119.99,used,No cellular,None,Black,16/32/64 GB,iPad 1,0,no description,99,2,99 ending
11241,not biddable,100,used,Cellular,Verizon,White,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
11242,not biddable,393,used,Cellular,Verizon,White,16/32/64 GB,iPad 2,0,no description,98,2,not a 99 ending
11243,biddable,100,used,Unknown,Unknown,White,Unknown,Unknown,0,contains description,0,0,not a 99 ending
11244,not biddable,159.99,used,Unknown,Unknown,Unknown,Unknown,Unknown,0,no description,97,3,99 ending
11245,biddable,0.99,used,No cellular,None,Space Gray,16/32/64 GB,iPad mini,1,contains description,0,0,99 ending
11246,not biddable,259.99,used,Unknown,Unknown,Unknown,Unknown,Unknown,0,contains description,0,0,99 ending
11247,not biddable,349,new,Unknown,Unknown,Unknown,Unknown,iPad mini3,0,contains description,0,0,not a 99 ending
11248,not biddable,184.99,refurbished,No cellular,None,Black,16/32/64 GB,iPad mini,0,no description,43,2,99 ending
11249,biddable,0.99,new,No cellular,None,Gold,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,99 ending
11250,biddable,9.99,new,Unknown,Unknown,Unknown,Unknown,iPad 3,0,contains description,0,0,99 ending
11251,not biddable,153.99,used,No cellular,None,White,16/32/64 GB,iPad 2,0,no description,101,3,99 ending
11252,not biddable,389.99,used,No cellular,None,White,128 GB,iPad Air 1/2,0,contains description,0,0,99 ending
11253,not biddable,384.99,used,No cellular,None,Black,128 GB,iPad Air 1/2,0,contains description,0,0,99 ending
11254,not biddable,579.99,new,Cellular,Unknown,White,16/32/64 GB,iPad mini3,0,contains description,0,0,99 ending
11255,not biddable,599.99,new,Cellular,AT&T,Black,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,99 ending
11256,biddable,0.99,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,99 ending
11257,not biddable,198.98,used,No cellular,None,Black,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
11258,biddable,150,used,Unknown,Unknown,Unknown,16/32/64 GB,Unknown,0,contains description,0,0,not a 99 ending
11259,not biddable,490.95,used,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,0,no description,101,4,not a 99 ending
11260,biddable,260,new,No cellular,None,Gold,16/32/64 GB,iPad Air 1/2,1,no description,26,0,not a 99 ending
11261,not biddable,179,used,No cellular,None,White,16/32/64 GB,iPad 2,0,no description,100,4,not a 99 ending
11262,biddable,575,new,No cellular,None,Gold,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11263,not biddable,200,used,No cellular,None,White,16/32/64 GB,iPad mini,0,no description,100,5,not a 99 ending
11264,not biddable,670,used,Cellular,AT&T,Unknown,128 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11265,not biddable,380,used,No cellular,None,Black,16/32/64 GB,iPad 3,0,contains description,0,0,not a 99 ending
11266,not biddable,350,used,Cellular,Unknown,Space Gray,16/32/64 GB,Unknown,0,contains description,0,0,not a 99 ending
11267,not biddable,215.99,refurbished,No cellular,None,White,16/32/64 GB,iPad mini,0,no description,101,2,99 ending
11268,not biddable,439.99,new,No cellular,None,Gold,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,99 ending
11269,not biddable,358.87,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11270,not biddable,939,new,Cellular,Unknown,Gold,128 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11271,not biddable,279.99,used,No cellular,None,White,16/32/64 GB,iPad mini 2,0,no description,101,8,99 ending
11272,not biddable,575,used,No cellular,None,Gold,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11273,not biddable,544.49,new,No cellular,None,Black,16/32/64 GB,iPad 4,0,no description,90,5,not a 99 ending
11274,biddable,515,used,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11275,not biddable,142.25,used,No cellular,None,Black,16/32/64 GB,iPad 2,0,no description,101,3,not a 99 ending
11276,not biddable,349.99,used,No cellular,None,Black,16/32/64 GB,iPad mini,0,contains description,0,0,99 ending
11277,biddable,0.99,used,Unknown,Unknown,Unknown,Unknown,Unknown,1,no description,100,2,99 ending
11278,biddable,300,used,No cellular,None,Black,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11279,biddable,249,new,No cellular,None,Space Gray,16/32/64 GB,iPad mini3,1,contains description,0,0,not a 99 ending
11280,not biddable,95,used,No cellular,None,White,16/32/64 GB,iPad 1,0,no description,96,7,not a 99 ending
11281,biddable,25,new,No cellular,None,Gold,16/32/64 GB,iPad mini3,1,contains description,0,0,not a 99 ending
11282,not biddable,561.53,new,Unknown,Unknown,White,Unknown,Unknown,0,contains description,0,0,not a 99 ending
11283,not biddable,948.98,new,Cellular,Unknown,Gold,128 GB,iPad mini3,0,contains description,0,0,not a 99 ending
11284,not biddable,300,used,No cellular,None,Unknown,16/32/64 GB,Unknown,1,no description,34,1,not a 99 ending
11285,biddable,320,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11286,not biddable,424.55,new,No cellular,None,Gold,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11287,not biddable,540,used,Cellular,Verizon,Unknown,16/32/64 GB,iPad 4,0,no description,36,22,not a 99 ending
11288,not biddable,300,used,No cellular,None,Space Gray,16/32/64 GB,iPad mini 2,0,contains description,0,0,not a 99 ending
11289,biddable,0.99,used,No cellular,None,Black,16/32/64 GB,iPad 2,1,contains description,0,0,99 ending
11290,not biddable,349.99,new,No cellular,None,White,16/32/64 GB,iPad 2,0,contains description,0,0,99 ending
11291,not biddable,299.99,refurbished,No cellular,None,White,16/32/64 GB,iPad mini 2,0,contains description,0,0,99 ending
11292,not biddable,799.99,new,Cellular,Unknown,White,128 GB,iPad mini3,0,contains description,0,0,99 ending
11293,biddable,100,used,Unknown,Unknown,Gold,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11294,not biddable,165,used,Unknown,Unknown,Unknown,Unknown,Unknown,0,no description,100,4,not a 99 ending
11295,not biddable,425,new,No cellular,None,Gold,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11296,biddable,70,used,Unknown,Unknown,Unknown,Unknown,iPad 1,1,no description,70,1,not a 99 ending
11297,not biddable,349,new,No cellular,None,Gold,16/32/64 GB,iPad mini3,0,contains description,0,0,not a 99 ending
11298,not biddable,280,used,Cellular,Unknown,White,16/32/64 GB,iPad 4,0,no description,98,2,not a 99 ending
11299,not biddable,499,used,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,99 ending
11300,biddable,650,new,Cellular,Unknown,Gold,128 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11301,not biddable,314.99,refurbished,No cellular,None,Black,16/32/64 GB,iPad 3,0,no description,100,2,99 ending
11302,biddable,149.99,used,Unknown,Unknown,Unknown,Unknown,Unknown,1,no description,97,2,99 ending
11303,not biddable,149.99,used,No cellular,None,White,16/32/64 GB,iPad 2,0,no description,105,6,99 ending
11304,not biddable,220,used,No cellular,None,Unknown,16/32/64 GB,iPad 3,0,no description,49,1,not a 99 ending
11305,not biddable,199.99,used,Unknown,Unknown,Unknown,16/32/64 GB,iPad 1,0,no description,42,3,99 ending
11306,not biddable,798,new,No cellular,None,Gold,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11307,biddable,149.98,used,Unknown,Unknown,White,16/32/64 GB,Unknown,0,contains description,0,0,not a 99 ending
11308,not biddable,520,used,No cellular,None,White,128 GB,iPad 4,0,no description,69,11,not a 99 ending
11309,not biddable,95,used,No cellular,None,Black,16/32/64 GB,iPad 1,0,no description,19,1,not a 99 ending
11310,not biddable,351,new,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11311,biddable,229.95,used,Unknown,Unknown,Unknown,Unknown,Unknown,0,no description,100,80,not a 99 ending
11312,not biddable,189.99,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,99 ending
11313,biddable,0.99,used,No cellular,None,White,16/32/64 GB,iPad 2,1,no description,33,4,99 ending
11314,not biddable,259,new,No cellular,None,Space Gray,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11315,not biddable,399,used,Unknown,AT&T,White,16/32/64 GB,Unknown,0,contains description,0,0,99 ending
11316,not biddable,104.99,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,no description,93,2,99 ending
11317,not biddable,569,new,No cellular,None,White,128 GB,iPad mini3,0,contains description,0,0,not a 99 ending
11318,not biddable,214.99,used,No cellular,None,White,16/32/64 GB,iPad 3,0,no description,99,2,99 ending
11319,not biddable,385,used,Cellular,Verizon,White,16/32/64 GB,iPad mini 2,1,no description,71,4,not a 99 ending
11320,not biddable,199,used,No cellular,None,White,16/32/64 GB,iPad 2,0,no description,21,1,99 ending
11321,biddable,600,new,Cellular,Unknown,Space Gray,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11322,not biddable,134.34,used,Cellular,AT&T,Black,16/32/64 GB,iPad 2,0,no description,98,8,not a 99 ending
11323,biddable,1,used,No cellular,None,White,128 GB,iPad Air 1/2,1,no description,15,2,not a 99 ending
11324,biddable,79.95,used,No cellular,None,Black,16/32/64 GB,iPad mini 2,1,contains description,0,0,not a 99 ending
11325,biddable,350,used,Cellular,Unknown,Space Gray,16/32/64 GB,iPad mini 2,0,no description,57,2,not a 99 ending
11326,biddable,40,used,No cellular,None,Unknown,Unknown,Unknown,1,contains description,0,0,not a 99 ending
11327,not biddable,141.09,used,No cellular,None,White,16/32/64 GB,iPad 2,0,no description,98,7,not a 99 ending
11328,not biddable,375,used,Cellular,Verizon,White,16/32/64 GB,iPad mini,0,no description,21,1,not a 99 ending
11329,biddable,445,used,No cellular,None,White,128 GB,iPad 4,0,no description,102,5,not a 99 ending
11330,biddable,0.01,new,Unknown,Unknown,White,16/32/64 GB,iPad mini3,1,contains description,0,0,not a 99 ending
11331,not biddable,650,used,Cellular,Unknown,Unknown,128 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11332,biddable,45,used,Unknown,Unknown,Unknown,Unknown,Unknown,1,no description,15,1,not a 99 ending
11333,not biddable,295,used,Cellular,Unknown,Black,16/32/64 GB,iPad 3,0,contains description,0,0,not a 99 ending
11334,not biddable,560,new,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11335,biddable,220,used,Unknown,Unknown,Unknown,Unknown,Unknown,0,no description,99,81,not a 99 ending
11336,not biddable,599.99,new,Cellular,Unknown,White,128 GB,iPad mini3,0,contains description,0,0,99 ending
11337,not biddable,395,used,No cellular,None,White,16/32/64 GB,iPad 2,0,no description,98,2,not a 99 ending
11338,not biddable,379,used,Cellular,AT&T,White,16/32/64 GB,iPad Air 1/2,0,no description,19,1,not a 99 ending
11339,not biddable,389.99,used,No cellular,None,Unknown,16/32/64 GB,iPad mini3,0,contains description,0,0,99 ending
11340,not biddable,609.99,new,Cellular,Unknown,Space Gray,128 GB,iPad mini3,0,contains description,0,0,99 ending
11341,not biddable,187.89,used,No cellular,None,Space Gray,16/32/64 GB,iPad mini,0,no description,17,2,not a 99 ending
11342,not biddable,175,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11343,not biddable,280.99,used,Cellular,AT&T,White,16/32/64 GB,iPad 4,0,no description,104,14,99 ending
11344,biddable,0.99,refurbished,Cellular,Unknown,Black,16/32/64 GB,iPad Air 1/2,1,no description,40,1,99 ending
11345,not biddable,99,used,No cellular,None,Black,16/32/64 GB,iPad 1,0,no description,29,4,99 ending
11346,biddable,215,used,Unknown,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11347,not biddable,200,used,No cellular,None,White,16/32/64 GB,iPad mini,0,no description,99,2,not a 99 ending
11348,not biddable,295,new,No cellular,None,White,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11349,biddable,175,used,No cellular,None,White,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
11350,not biddable,499,used,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,99 ending
11351,biddable,150,used,Unknown,Unknown,Unknown,Unknown,Unknown,1,contains description,0,0,not a 99 ending
11352,not biddable,425,used,Cellular,AT&T,Black,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
11353,biddable,9.99,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad 2,1,no description,97,2,99 ending
11354,not biddable,300,used,No cellular,None,White,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
11355,not biddable,589,used,No cellular,None,Gold,128 GB,iPad Air 1/2,0,no description,99,3,not a 99 ending
11356,not biddable,575,new,Cellular,Unknown,Unknown,16/32/64 GB,iPad mini 2,0,contains description,0,0,not a 99 ending
11357,not biddable,24.99,used,Unknown,Unknown,Unknown,Unknown,Unknown,0,no description,74,1,99 ending
11358,not biddable,320,used,Cellular,Unknown,Unknown,16/32/64 GB,iPad 4,0,no description,17,1,not a 99 ending
11359,not biddable,595,new,Unknown,Unknown,Unknown,Unknown,Unknown,1,contains description,0,0,not a 99 ending
11360,biddable,200,used,Unknown,Unknown,Unknown,Unknown,iPad 3,0,no description,98,6,not a 99 ending
11361,biddable,0.99,used,Unknown,Unknown,Unknown,Unknown,Unknown,1,no description,100,34,99 ending
11362,not biddable,285,new,No cellular,None,Black,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
11363,not biddable,498.88,new,Cellular,Verizon,Gold,16/32/64 GB,iPad mini3,0,contains description,0,0,not a 99 ending
11364,not biddable,350,used,No cellular,None,Black,Unknown,iPad mini,0,contains description,0,0,not a 99 ending
11365,not biddable,204,used,No cellular,None,White,16/32/64 GB,iPad 2,0,no description,98,2,not a 99 ending
11366,biddable,125,used,Unknown,Unknown,Unknown,Unknown,iPad 1,1,no description,101,1,not a 99 ending
11367,not biddable,276.99,used,Unknown,Unknown,Unknown,Unknown,Unknown,0,no description,100,4,99 ending
11368,biddable,0.99,refurbished,No cellular,None,White,16/32/64 GB,iPad mini 2,1,contains description,0,0,99 ending
11369,biddable,50,used,Unknown,Unknown,Space Gray,Unknown,Unknown,1,contains description,0,0,not a 99 ending
11370,not biddable,459.95,new,No cellular,None,Gold,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11371,not biddable,529.95,new,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11372,not biddable,265,used,Unknown,Unknown,Unknown,Unknown,Unknown,0,no description,41,6,not a 99 ending
11373,not biddable,459.99,new,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,99 ending
11374,not biddable,360.24,refurbished,Cellular,Verizon,White,16/32/64 GB,iPad Air 1/2,0,no description,108,15,not a 99 ending
11375,not biddable,261.99,refurbished,Cellular,Sprint/T-Mobile,Black,16/32/64 GB,iPad 4,0,no description,103,10,99 ending
11376,not biddable,573.74,new,No cellular,None,Unknown,16/32/64 GB,iPad 4,0,contains description,0,0,not a 99 ending
11377,biddable,315,used,No cellular,None,Space Gray,16/32/64 GB,iPad mini 2,0,contains description,0,0,not a 99 ending
11378,not biddable,340,used,Unknown,Unknown,Unknown,Unknown,Unknown,0,no description,100,4,not a 99 ending
11379,not biddable,440,new,No cellular,None,Gold,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
11380,not biddable,180,used,No cellular,None,Black,16/32/64 GB,iPad 2,0,no description,101,1,not a 99 ending
11381,not biddable,237.99,refurbished,Cellular,AT&T,Black,16/32/64 GB,iPad 4,0,no description,104,11,99 ending
11382,not biddable,439.99,new,No cellular,None,Gold,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,99 ending
