"","carat","cut","color","clarity","depth","table","price","x","y","z","price_hilo"
"21829",1,"Premium","G","SI2",60.2,58,3584,6.55,6.48,3.92,0
"12904",0.58,"Premium","F","SI1",62.2,61,1634,5.33,5.25,3.29,0
"27782",0.32,"Ideal","H","VS2",62,54,523,4.41,4.43,2.74,0
"33943",0.71,"Premium","I","VS1",61.9,58,2104,5.76,5.71,3.55,0
"32344",1,"Very Good","D","VS2",59.8,60,7281,6.46,6.49,3.87,1
"23030",0.53,"Ideal","E","VVS2",61.9,55,2263,5.19,5.22,3.22,0
"14524",0.7,"Fair","D","SI2",64.5,60,2167,5.53,5.47,3.55,0
"14003",1,"Premium","G","SI2",61.4,61,3713,6.35,6.32,3.89,0
"28099",0.51,"Premium","D","VS2",61.9,58,1818,5.19,5.12,3.19,0
"38554",0.59,"Very Good","D","SI1",62.9,58,1621,5.31,5.34,3.35,0
"31370",0.41,"Good","F","SI1",58.4,58,676,4.91,4.96,2.88,0
"19697",0.51,"Very Good","D","VS2",61.1,59,1787,5.12,5.16,3.14,0
"16497",0.35,"Ideal","I","IF",62.5,55,945,4.54,4.52,2.83,0
"37245",0.31,"Ideal","G","VVS1",62.5,54,789,4.36,4.38,2.73,0
"28986",0.54,"Ideal","G","VS1",62.2,56,1760,5.23,5.19,3.24,0
"14566",0.71,"Ideal","E","VS2",61.6,56,3553,5.73,5.77,3.54,0
"22573",0.58,"Ideal","I","VVS1",62.3,53,1580,5.38,5.4,3.36,0
"12946",0.4,"Ideal","F","VS1",61.3,56,982,4.73,4.76,2.91,0
"37251",0.62,"Ideal","H","VVS2",62,56,2052,5.46,5.48,3.39,0
"23580",1.51,"Premium","H","VVS1",60.6,60,12336,7.42,7.4,4.49,1
"9870",1.52,"Very Good","H","SI2",62.7,57,8194,7.32,7.36,4.6,1
"12396",1.53,"Very Good","F","SI1",61.9,56,12621,7.45,7.32,4.57,1
"3696",1,"Premium","G","SI1",61.9,62,5154,6.22,6.18,3.84,1
"29448",0.42,"Ideal","G","VS1",61.8,56,984,4.84,4.8,2.98,0
"8201",0.82,"Very Good","I","SI1",62.3,58,2602,5.94,6,3.72,0
"35983",1,"Premium","G","VS2",63,59,5806,6.4,6.36,4.02,1
"9168",0.44,"Ideal","D","VVS2",61.8,54.8,1408,4.89,4.92,3.03,0
"39747",0.31,"Good","H","VS1",63.2,57,544,4.29,4.32,2.72,0
"29108",0.67,"Ideal","G","SI1",62.9,54,1809,5.63,5.6,3.53,0
"35016",0.53,"Premium","F","VS2",61.4,60,1753,5.21,5.18,3.19,0
"26309",0.5,"Very Good","E","SI2",62.4,57,1154,5.03,5.07,3.15,0
"20969",0.36,"Very Good","F","VS2",61.3,59,741,4.55,4.6,2.79,0
"23112",0.31,"Very Good","D","IF",62,56,1331,4.33,4.35,2.69,0
"9572",0.7,"Very Good","H","VS1",60.1,61,2400,5.74,5.81,3.47,0
"4563",1.01,"Very Good","H","SI1",62.5,58,4052,6.37,6.42,4,1
"10029",0.82,"Very Good","I","SI1",60.5,58,2602,6.01,6.08,3.66,0
"35436",0.42,"Ideal","G","VVS2",60.7,55,1103,4.89,4.86,2.96,0
"11221",0.7,"Very Good","I","SI1",61.4,57,2028,5.72,5.75,3.52,0
"17509",1.01,"Ideal","H","SI2",59.1,59,5828,6.58,6.61,3.9,1
"21601",0.9,"Good","D","SI2",64,59,4078,6.04,6.09,3.88,1
"18541",0.3,"Premium","G","VVS2",60.8,58,878,4.38,4.34,2.65,0
"7175",0.52,"Ideal","D","VS1",62.1,57,1914,5.13,5.2,3.21,0
"33066",1.01,"Premium","D","VVS2",60.2,58,10147,6.57,6.51,3.94,1
"26114",0.5,"Very Good","E","SI2",59.9,57,1097,5.12,5.16,3.08,0
"33361",0.35,"Very Good","E","IF",57.9,56,1025,4.71,4.75,2.74,0
"14351",0.66,"Good","H","VS1",59.9,60.3,1832,5.61,5.67,3.37,0
"14210",1,"Ideal","G","VVS2",61.1,58,9294,6.43,6.47,3.94,1
"8675",2.01,"Ideal","F","SI2",62.2,56,17078,8.05,8.08,5.02,1
"9768",2.03,"Premium","D","SI2",62.4,59,18286,8.04,7.98,5,1
"19329",1.03,"Ideal","F","VVS2",62.5,56,9254,6.46,6.53,4.06,1
"23928",0.5,"Ideal","F","SI1",62.7,56,1286,5.12,5.05,3.19,0
"21825",1.23,"Premium","F","VS1",61.3,60,9489,6.94,6.9,4.24,1
"26646",0.42,"Ideal","E","VS2",62.4,55,1024,4.83,4.79,3,0
"29557",0.4,"Ideal","J","VS2",62.6,57,599,4.68,4.71,2.94,0
"27777",1.02,"Fair","F","SI1",64.8,59,5255,6.33,6.23,4.07,1
"37788",1.2,"Ideal","J","SI1",63,57,4234,6.74,6.64,4.24,1
"17425",0.55,"Ideal","G","VVS2",61.9,56,2022,5.23,5.27,3.25,0
"31313",0.54,"Good","H","VS1",63.2,58,1361,5.12,5.16,3.25,0
"1635",0.33,"Very Good","E","VS1",58.3,62,886,4.49,4.57,2.64,0
"33817",0.92,"Very Good","D","VS1",60.6,61,5202,6.21,6.29,3.79,1
"36776",0.41,"Ideal","I","VVS2",61.6,55,788,4.78,4.8,2.95,0
"29753",0.41,"Premium","F","VS2",61.6,59,863,4.74,4.77,2.93,0
"31846",1.36,"Premium","H","VS2",61.9,58,8877,7.15,7.09,4.41,1
"22763",0.4,"Premium","F","VS1",60.5,60,1050,4.8,4.76,2.89,0
"38164",0.8,"Ideal","I","VS1",62.2,58,2906,5.92,5.95,3.69,0
"4235",1.12,"Premium","G","IF",61.2,58,9612,6.7,6.67,4.09,1
"23645",0.29,"Ideal","G","VVS2",61.3,56,600,4.23,4.25,2.6,0
"8588",0.71,"Good","D","SI2",64.3,56,2215,5.64,5.59,3.61,0
"28489",0.31,"Ideal","F","VS2",61.6,55,757,4.36,4.38,2.69,0
"36491",1,"Very Good","E","SI1",60.1,60,5865,6.45,6.49,3.89,1
"34620",1.02,"Ideal","G","SI1",62.4,55,5016,6.43,6.48,4.03,1
"33219",0.56,"Ideal","D","VS2",61.4,55,2066,5.35,5.33,3.28,0
"1260",0.9,"Premium","D","SI1",61.5,58,4304,6.21,6.15,3.8,1
"39972",0.9,"Premium","F","SI1",62.5,62,3881,6.11,6.08,3.81,0
"12768",1.01,"Fair","G","SI1",66.1,56,3671,6.26,6.2,4.12,0
"7525",2.01,"Good","G","SI1",60.1,61,18374,8.04,8.12,4.86,1
"28087",0.9,"Ideal","G","SI2",62.5,55,3338,6.21,6.15,3.86,0
"33942",1.59,"Premium","H","SI1",61,58,8829,7.58,7.51,4.6,1
"16503",1.03,"Premium","E","VS1",61.4,58,7677,6.52,6.58,4.02,1
"34002",0.7,"Very Good","G","VS2",63.1,58,2302,5.69,5.66,3.58,0
"475",0.92,"Ideal","E","SI2",62.1,53,3941,6.25,6.22,3.87,1
"4501",1.64,"Premium","H","SI2",61.9,58,9224,7.58,7.54,4.68,1
"8035",1.01,"Premium","G","VS1",62.4,59,6163,6.38,6.35,3.97,1
"39566",1.57,"Ideal","I","VS2",62.8,57,10462,7.46,7.37,4.66,1
"11157",2.03,"Ideal","H","SI1",62.9,57,16900,8.07,7.99,5.05,1
"21383",0.51,"Ideal","G","VS1",59,59,1632,5.25,5.28,3.11,0
"13258",0.4,"Premium","F","VVS1",60.2,59,1323,4.76,4.74,2.86,0
"17346",0.31,"Premium","D","SI1",60.2,56,732,4.4,4.37,2.64,0
"15377",0.7,"Ideal","D","VS2",61.3,57,2960,5.72,5.76,3.52,0
"33434",1.01,"Premium","F","SI1",60.6,59,5345,6.52,6.49,3.94,1
"2960",1,"Ideal","I","SI2",60.9,57,3811,6.43,6.47,3.93,0
"3229",0.3,"Good","G","VVS1",63.2,58,789,4.23,4.25,2.68,0
"4379",1.01,"Premium","G","SI2",62.4,59,4327,6.39,6.34,3.97,1
"8986",0.35,"Very Good","E","VS2",62.1,59,767,4.46,4.49,2.78,0
"22806",0.27,"Ideal","D","VVS1",62.2,56,622,4.12,4.15,2.57,0
"16430",0.3,"Premium","F","VS2",61.4,60,776,4.34,4.29,2.65,0
"29500",0.71,"Very Good","D","SI1",62.4,54,2887,5.71,5.79,3.59,0
"12935",0.32,"Ideal","E","VVS1",60.7,55,860,4.42,4.45,2.69,0
"38594",2.12,"Ideal","J","SI1",62.1,56,14503,8.17,8.25,5.1,1
"29457",0.3,"Premium","E","VS2",61.7,58,658,4.32,4.34,2.67,0
"6406",0.7,"Ideal","G","VS1",60.8,56,3300,5.73,5.8,3.51,0
"18322",1.1,"Very Good","H","SI1",63,57,4689,6.5,6.54,4.11,1
"8933",0.58,"Very Good","G","SI2",59.5,59,1197,5.41,5.45,3.23,0
"16628",0.51,"Ideal","E","VS2",61.4,55,1662,5.2,5.15,3.18,0
"29416",0.52,"Ideal","F","VS1",62.1,56,1767,5.14,5.2,3.2,0
"4668",0.7,"Very Good","F","SI1",63.3,59,2264,5.57,5.62,3.54,0
"36435",0.9,"Good","I","SI2",60.7,58,3057,6.17,6.21,3.76,0
"3137",0.52,"Ideal","I","SI1",62,54,1019,5.17,5.19,3.21,0
"11034",0.93,"Very Good","F","SI2",63.5,58,3420,6.14,6.05,3.87,0
"830",0.34,"Premium","E","SI1",61.9,59,596,4.44,4.48,2.76,0
"11198",0.34,"Premium","H","VS2",62.6,60,689,4.46,4.42,2.78,0
"22474",1.06,"Ideal","D","SI2",61.2,57,4682,6.59,6.51,4.01,1
"1999",0.71,"Premium","H","SI2",61.7,59,1567,5.76,5.72,3.54,0
"21509",0.56,"Ideal","I","SI1",62.1,54,1094,5.3,5.32,3.3,0
"16916",0.96,"Premium","I","SI2",61.3,60,2669,6.45,6.25,3.9,0
"27447",0.4,"Premium","H","SI1",62.7,58,855,4.69,4.65,2.93,0
"17651",0.71,"Very Good","G","SI1",61.6,61,2515,5.7,5.72,3.52,0
"14514",2.07,"Ideal","H","SI2",63.5,53,18198,8.12,8.09,5.14,1
"863",1.51,"Fair","E","SI1",65.3,62,8869,7.16,7.09,4.65,1
"32039",0.75,"Fair","F","VS2",65.4,58,2648,5.63,5.68,3.7,0
"16985",0.96,"Premium","E","SI2",60.4,56,2961,6.32,6.23,3.79,0
"5787",1.7,"Ideal","I","SI2",60.7,59,8743,7.69,7.64,4.65,1
"38916",1.52,"Premium","D","SI1",58.4,60,12342,7.57,7.52,4.41,1
"23935",0.7,"Very Good","E","VS2",60.2,57,2593,5.77,5.82,3.49,0
"19994",0.34,"Ideal","H","SI1",61.5,55,647,4.53,4.55,2.79,0
"38476",0.34,"Ideal","G","VS2",62,56,596,4.47,4.5,2.78,0
"9067",0.7,"Premium","F","SI1",62.2,59,2401,5.69,5.73,3.55,0
"31342",0.7,"Very Good","I","VVS2",58.6,60,2106,5.79,5.91,3.43,0
"16452",2.18,"Good","H","SI1",63.8,57,12825,8.24,8.17,5.23,1
"30044",0.31,"Premium","H","VS2",62.5,60,628,4.36,4.31,2.71,0
"9350",0.31,"Very Good","G","SI1",62.4,55,462,4.31,4.34,2.7,0
"17050",2.16,"Very Good","I","VS2",58.6,60,16080,8.48,8.55,4.99,1
"24551",0.31,"Ideal","I","VVS1",61.6,55,557,4.36,4.41,2.7,0
"15554",0.32,"Ideal","D","SI1",62,55,756,4.47,4.37,2.74,0
"38465",0.6,"Very Good","G","VS1",61.9,56,2094,5.41,5.45,3.36,0
"26860",1.06,"Ideal","F","VVS2",62.1,57,8954,6.5,6.54,4.05,1
"8450",0.32,"Ideal","F","VVS2",61.9,57,1008,4.39,4.36,2.71,0
"18179",0.92,"Ideal","H","IF",62.5,55,5758,6.25,6.3,3.92,1
"33076",2.06,"Premium","H","SI2",62.6,58,12677,8.06,8.03,5.04,1
"23198",0.51,"Ideal","F","VS1",61.9,56,1836,5.17,5.11,3.18,0
"15157",0.23,"Very Good","F","VS1",63.2,58,483,3.89,3.86,2.45,0
"22222",0.41,"Very Good","G","VS2",59.9,59,827,4.82,4.86,2.9,0
"34379",0.58,"Fair","F","I1",65.8,56,893,5.23,5.12,3.41,0
"31540",1.01,"Fair","E","SI2",56.8,66,3991,6.63,6.58,3.75,1
"31139",0.3,"Good","J","VVS2",57.4,61,483,4.41,4.44,2.54,0
"28620",0.71,"Ideal","D","VS2",63,56,3245,5.69,5.65,3.58,0
"35616",0.54,"Ideal","E","VS2",61.8,57,1590,5.23,5.26,3.24,0
"18931",1.54,"Ideal","J","VS1",62,53,8207,7.41,7.49,4.62,1
"19786",2.03,"Ideal","I","SI2",61.1,56,11172,8.22,8.17,5.01,1
"14810",0.42,"Very Good","H","VS2",62.1,54,755,4.81,4.84,2.99,0
"9394",0.52,"Ideal","D","VS2",61.7,56,1919,5.18,5.16,3.19,0
"8641",0.33,"Premium","G","VS1",60.3,58,797,4.52,4.5,2.72,0
"38791",0.31,"Premium","G","VVS1",60.7,58,816,4.37,4.4,2.66,0
"8806",0.7,"Very Good","F","SI1",59.2,60,2453,5.77,5.79,3.42,0
"18049",0.42,"Ideal","G","VS2",61.8,56,1087,4.84,4.81,2.98,0
"32685",0.34,"Ideal","F","VS1",62.2,56,956,4.47,4.44,2.77,0
"14612",0.23,"Ideal","E","VS1",61.5,54,586,3.96,3.97,2.44,0
"2054",0.52,"Premium","E","I1",60.8,60,1037,5.2,5.17,3.15,0
"1410",1.01,"Ideal","G","SI2",62.8,56,4269,6.4,6.44,4.03,1
"3222",1.02,"Ideal","F","SI2",61.8,57,4746,6.43,6.49,3.99,1
"26547",0.32,"Ideal","D","VS2",61.6,56,972,4.4,4.37,2.7,0
"18248",0.5,"Ideal","H","VS2",60.8,56,1446,5.17,5.19,3.14,0
"23911",0.55,"Ideal","G","VS1",61.6,55,1881,5.32,5.29,3.27,0
"38024",1.2,"Ideal","I","SI1",62.6,58,5376,6.74,6.71,4.21,1
"13763",0.32,"Premium","D","VVS2",61.5,60,990,4.41,4.37,2.7,0
"35874",1.04,"Ideal","D","VS1",59.1,56,8341,6.65,6.59,3.91,1
"1753",1.05,"Premium","H","VS1",60.9,60,5580,6.58,6.53,3.99,1
"12158",0.3,"Very Good","G","VVS2",62.7,56,684,4.24,4.31,2.68,0
"5341",1.04,"Very Good","F","SI2",62.4,54,4364,6.46,6.53,4.05,1
"31060",1.52,"Very Good","F","VS2",62.9,53.3,15649,7.31,7.36,4.61,1
"26971",0.44,"Very Good","E","VS1",59.7,59,1090,4.94,5.01,2.97,0
"3232",1.21,"Ideal","F","VS1",59.7,57,9335,6.94,6.92,4.14,1
"33136",0.8,"Premium","F","VS1",60.5,59,3813,6,6.03,3.64,0
"13032",2.01,"Very Good","H","VS2",60.7,56,18561,8.08,8.17,4.93,1
"37368",1.02,"Ideal","G","SI1",60.6,59,5044,6.55,6.52,3.96,1
"29387",0.77,"Very Good","H","SI1",61.7,56,2830,5.84,5.89,3.62,0
"34916",0.3,"Good","G","VS1",63.6,54,605,4.25,4.31,2.72,0
"3539",1.17,"Ideal","G","VS2",61.4,56,7550,6.77,6.81,4.17,1
"35404",0.31,"Ideal","G","IF",62.1,56,871,4.31,4.34,2.69,0
"27950",1.13,"Ideal","I","SI1",61.9,57,5149,6.68,6.66,4.13,1
"35796",1.11,"Ideal","F","VS2",60.4,58,7275,6.73,6.66,4.04,1
"32946",0.42,"Ideal","F","VS1",61.6,56,1082,4.82,4.8,2.96,0
"13990",2.11,"Very Good","D","SI2",60.9,60,18407,8.21,8.28,5.02,1
"20008",0.55,"Ideal","F","VVS2",60.7,56,2259,5.31,5.34,3.23,0
"4487",0.32,"Premium","E","SI1",62.8,57,720,4.39,4.34,2.74,0
"15517",0.4,"Very Good","F","VS1",60.4,58,868,4.75,4.79,2.88,0
"36513",0.31,"Very Good","G","VVS1",63.1,56,1046,4.35,4.33,2.74,0
"10993",0.76,"Ideal","E","VS2",61.5,56,3192,5.92,5.89,3.63,0
"10714",0.8,"Premium","J","SI2",61.4,57,2074,5.99,5.93,3.66,0
"22577",2.03,"Very Good","D","SI2",62.4,59,18120,7.98,8.04,5,1
"2466",1.2,"Premium","G","SI2",62.6,61,4250,6.73,6.68,4.2,1
"35471",1.06,"Premium","E","SI2",61.7,62,4654,6.54,6.5,4.02,1
"16492",1.01,"Very Good","F","VS2",63.1,60,6533,6.39,6.36,4.02,1
"10113",0.61,"Good","F","VS1",61.9,60,2076,5.39,5.41,3.34,0
"13876",1.51,"Premium","H","VS1",61.8,59,11263,7.32,7.27,4.51,1
"36689",0.32,"Ideal","D","VVS2",61.2,56,803,4.39,4.43,2.7,0
"21440",0.3,"Ideal","G","VVS2",60.7,58,655,4.34,4.36,2.64,0
"23300",0.45,"Good","D","VS2",63.7,61,1149,4.81,4.73,3.04,0
"7724",0.32,"Ideal","G","VVS2",61.3,56,936,4.44,4.43,2.72,0
"8361",0.9,"Very Good","D","SI1",62.5,59,4466,6.13,6.19,3.85,1
"34080",1.57,"Fair","H","VS1",67.3,66,8133,7.85,5.75,3.87,1
"23635",0.7,"Good","G","VVS1",58.5,62,3380,5.8,5.82,3.4,0
"23837",0.38,"Premium","F","VVS1",61.6,58,1257,4.65,4.61,2.85,0
"38702",0.41,"Premium","G","VS1",61.9,60,899,4.7,4.76,2.93,0
"34271",0.54,"Ideal","H","VS1",61.8,56,1709,5.21,5.25,3.23,0
"28572",1,"Very Good","E","VS1",63.2,53,5914,6.4,6.33,4.02,1
"34926",0.31,"Ideal","E","VS2",61.7,57,627,4.35,4.37,2.69,0
"6513",0.51,"Very Good","G","VS2",62.3,59,1438,5.07,5.1,3.17,0
"31991",0.3,"Ideal","G","VVS1",61.8,57,764,4.32,4.36,2.68,0
"13261",1.11,"Ideal","H","SI1",61.6,56,5358,6.65,6.69,4.11,1
"35688",0.7,"Ideal","I","VS1",62.2,57,2355,5.69,5.66,3.53,0
"6264",0.7,"Premium","G","SI1",59,62,2352,5.77,5.75,3.4,0
"31334",0.4,"Very Good","D","SI2",63.4,59,798,4.7,4.67,2.97,0
"36366",0.59,"Ideal","F","VS2",61,56,1828,5.41,5.44,3.31,0
"15235",1,"Premium","F","VVS2",59.9,60,8602,6.5,6.46,3.88,1
"25953",1.01,"Good","F","SI2",56.9,60,4077,6.68,6.64,3.79,1
"34551",0.71,"Premium","E","VS2",62.5,60,2735,5.7,5.66,3.55,0
"7795",1.2,"Good","I","SI1",65,59,5040,6.51,6.57,4.25,1
"2144",1.22,"Ideal","I","VS1",62.3,57,6469,6.81,6.85,4.25,1
"35394",0.33,"Ideal","G","IF",60.9,57,946,4.45,4.48,2.72,0
"101",0.31,"Ideal","E","SI1",62.8,57,698,4.34,4.32,2.72,0
"8368",1.72,"Premium","F","SI1",62,58,14892,7.68,7.65,4.75,1
"2553",0.4,"Premium","H","VVS2",60.9,58,1125,4.79,4.74,2.9,0
"25774",0.29,"Very Good","D","VVS2",59.1,61,600,4.33,4.37,2.57,0
"3283",0.34,"Very Good","I","SI1",61.3,61,447,4.45,4.49,2.74,0
"33074",0.93,"Very Good","D","SI2",60.6,59,4214,6.3,6.34,3.83,1
"15282",1.07,"Premium","G","VS2",62.9,59,6644,6.52,6.49,4.09,1
"25400",0.73,"Ideal","D","SI2",62.4,56,2707,5.77,5.74,3.59,0
"11811",1.03,"Very Good","H","SI1",63.4,62,4406,6.46,6.27,4.05,1
"5100",0.41,"Premium","G","VS1",60.2,59,899,4.79,4.84,2.9,0
"1071",0.92,"Premium","F","SI1",58.5,57,3400,6.39,6.37,3.73,0
"15927",0.41,"Premium","F","VS2",62.6,58,1107,4.81,4.75,2.99,0
"13225",1.01,"Ideal","J","SI2",59,59,3982,6.57,6.61,3.89,1
"12541",1.13,"Very Good","H","SI2",62,58,5179,6.67,6.71,4.15,1
"16303",2.01,"Very Good","I","VS2",62.1,60,15919,7.96,8.01,4.96,1
"26214",0.3,"Ideal","E","SI1",61.7,57,640,4.29,4.33,2.66,0
"23974",0.67,"Very Good","I","IF",61.4,56,2066,5.59,5.65,3.45,0
"2130",0.88,"Premium","F","VS1",60.7,55,3921,6.28,6.22,3.79,0
"17986",0.36,"Ideal","D","VS2",61.3,55,928,4.58,4.62,2.82,0
"24641",1.52,"Ideal","F","SI2",61.9,57,9948,7.33,7.37,4.55,1
"26033",1.01,"Good","D","SI1",63.9,60,5055,6.29,6.32,4.03,1
"39646",1.24,"Premium","D","SI2",60.6,59,4916,6.99,6.96,4.23,1
"19305",0.7,"Premium","E","VS2",62.8,61,2737,5.66,5.62,3.54,0
"13379",0.39,"Ideal","E","VVS2",61.9,55,1034,4.7,4.74,2.92,0
"27437",0.33,"Ideal","E","SI1",62.5,55,743,4.45,4.42,2.77,0
"35164",0.88,"Ideal","I","SI1",61.7,56,3328,6.14,6.18,3.8,0
"6873",0.41,"Ideal","G","VVS1",61.8,55,1151,4.76,4.78,2.95,0
"24100",0.41,"Ideal","E","VVS1",61.3,55,1367,4.76,4.8,2.93,0
"3483",0.56,"Premium","E","VS2",59.9,58,2167,5.37,5.34,3.21,0
"34864",0.44,"Ideal","E","VVS2",61.8,56,1274,4.88,4.93,3.03,0
"7695",1.52,"Ideal","I","SI1",61.2,55.4,9067,7.38,7.45,4.54,1
"1784",0.9,"Very Good","F","SI2",62,61,3770,6.14,6.16,3.81,0
"6214",0.51,"Ideal","D","VS2",61.9,55,1716,5.19,5.15,3.2,0
"13383",0.32,"Premium","H","VS2",61.7,59,648,4.4,4.35,2.7,0
"30927",0.32,"Premium","G","VS1",61.7,58,645,4.38,4.41,2.71,0
"14655",0.35,"Premium","F","VS1",60.5,58,984,4.59,4.57,2.77,0
"30825",0.7,"Premium","F","VVS2",62.5,59,3018,5.68,5.61,3.53,0
"8763",1,"Very Good","E","SI2",63.5,56,4704,6.38,6.31,4.03,1
"26576",0.52,"Ideal","G","SI1",60,56,1346,5.24,5.27,3.15,0
"1820",0.3,"Ideal","G","VVS1",62.7,54,764,4.3,4.34,2.71,0
"21838",0.39,"Very Good","E","I1",62.8,57,511,4.61,4.66,2.91,0
"13893",0.28,"Ideal","E","VVS2",62.1,56,828,4.21,4.19,2.61,0
"12674",1.06,"Very Good","H","SI1",62.8,58,4785,6.47,6.49,4.07,1
"14463",1.01,"Premium","G","SI1",62.1,56,4805,6.42,6.36,3.97,1
"329",0.3,"Ideal","E","VVS1",61.8,56,895,4.3,4.31,2.66,0
"3399",0.32,"Premium","G","VVS1",58.1,59,1080,4.53,4.49,2.62,0
"17726",0.5,"Good","E","SI1",64,57,1090,5.04,4.99,3.21,0
"12168",1.21,"Premium","E","SI1",62.3,58,6963,6.77,6.74,4.21,1
"20980",0.84,"Premium","D","VS1",60.6,57,4365,6.15,6.06,3.7,1
"8984",0.51,"Ideal","D","VS2",60.9,56,1882,5.19,5.16,3.15,0
"11673",1.2,"Very Good","F","SI2",62.8,57,5880,6.73,6.78,4.24,1
"426",0.3,"Ideal","G","VVS1",61.4,56,945,4.34,4.32,2.66,0
"19939",0.75,"Premium","E","SI1",59.9,54,2760,6,5.96,3.58,0
"270",0.33,"Ideal","G","VVS1",62,55,838,4.45,4.49,2.77,0
"30062",0.33,"Premium","G","VS2",60.6,61,743,4.49,4.46,2.71,0
"9871",0.51,"Ideal","G","SI1",63,53,1312,5.13,5.1,3.22,0
"11653",0.72,"Very Good","G","VS1",60.6,56,2970,5.84,5.87,3.55,0
"38041",0.41,"Ideal","J","VS1",61.5,55,648,4.77,4.79,2.94,0
"8940",2.01,"Good","I","SI1",58.8,60,16731,8.27,8.19,4.84,1
"6671",1.02,"Very Good","F","VVS2",60.9,56,9205,6.44,6.5,3.94,1
"118",0.71,"Ideal","F","VVS2",62.6,56,3018,5.7,5.65,3.55,0
"2896",1.04,"Premium","D","VS2",61.1,60,7852,6.51,6.48,3.97,1
"38842",0.91,"Very Good","G","VS1",63.4,54,4209,6.24,6.07,3.9,1
"34979",0.73,"Very Good","G","VVS2",61.4,58,3288,5.83,5.86,3.59,0
"16102",2.22,"Fair","H","I1",70.1,55,6564,7.77,7.74,5.44,1
"11139",0.49,"Ideal","E","VS2",61.3,55,1609,5.11,5.13,3.14,0
"20187",0.7,"Good","F","SI1",61.6,65,2401,5.71,5.66,3.5,0
"30910",0.5,"Ideal","F","VVS1",62,58,2018,5.06,5.07,3.14,0
"16954",0.3,"Premium","F","SI1",62.1,61,641,4.29,4.25,2.65,0
"37813",0.28,"Ideal","G","IF",61.3,57,650,4.25,4.27,2.6,0
"25204",0.5,"Ideal","E","SI1",59.1,61,1331,5.16,5.19,3.06,0
"32666",0.55,"Ideal","F","VVS2",62,55,2268,5.26,5.29,3.27,0
"16840",0.28,"Very Good","H","VS2",59.7,60,394,4.25,4.29,2.55,0
"19322",0.32,"Ideal","G","VVS2",61.8,55,730,4.41,4.43,2.73,0
"21856",0.54,"Ideal","H","VVS2",61.8,56,1696,5.25,5.27,3.25,0
"25267",1.72,"Premium","F","I1",60.1,58,7532,7.77,7.74,4.66,1
"7571",0.9,"Ideal","G","SI1",62.1,56,4161,6.16,6.2,3.84,1
"10950",0.91,"Good","D","SI2",64.1,62,3408,6.01,6.06,3.87,0
"7318",1.59,"Premium","F","SI2",60.3,59,9972,7.6,7.55,4.57,1
"1548",0.3,"Premium","D","SI1",62.5,59,709,4.28,4.26,2.67,0
"12412",0.71,"Very Good","G","SI1",63.2,58,2137,5.58,5.68,3.56,0
"22163",1.03,"Premium","F","SI2",60.7,60,4586,6.52,6.47,3.94,1
"24181",0.77,"Premium","F","SI2",62.2,58,2282,5.9,5.85,3.66,0
"36296",1.23,"Ideal","F","SI2",61.9,56,5163,6.89,6.93,4.28,1
"8832",0.73,"Good","E","SI1",63.2,58,2796,5.7,5.76,3.62,0
"3484",1.52,"Fair","H","SI1",61.2,60,8818,7.39,7.29,4.49,1
"8955",0.71,"Premium","G","VS2",60.9,57,2766,5.78,5.75,3.51,0
"3627",0.91,"Ideal","G","SI1",61.8,57,4049,6.16,6.2,3.82,1
"23776",0.74,"Premium","F","SI2",59.6,58,2328,5.91,5.87,3.51,0
"12859",0.54,"Good","E","SI2",63.4,56,1163,5.14,5.18,3.27,0
"31244",1,"Ideal","G","SI1",61,57,5622,6.47,6.44,3.94,1
"11351",0.41,"Very Good","E","SI1",61,61,725,4.74,4.77,2.9,0
"35992",2.06,"Premium","G","SI2",62.7,58,17650,8.12,8.09,5.08,1
"35559",0.92,"Very Good","J","VS2",60.9,62,3146,6.26,6.31,3.83,0
"22530",0.4,"Ideal","H","IF",62.7,57,1158,4.68,4.7,2.94,0
"11285",1.15,"Ideal","H","VS1",62.7,57,7123,6.68,6.64,4.17,1
"15824",0.34,"Premium","D","VS2",62.1,58,805,4.45,4.5,2.78,0
"32553",0.59,"Ideal","G","SI1",63.4,56,1376,5.36,5.29,3.38,0
"23236",0.3,"Good","I","VS1",63.7,58,608,4.25,4.23,2.7,0
"31824",2,"Good","G","SI1",59.1,61,17930,8.14,8.18,4.82,1
"10045",0.9,"Very Good","J","SI2",63.6,58,2860,6.07,6.1,3.87,0
"23528",0.54,"Very Good","F","SI1",63,60,1356,5.13,5.12,3.23,0
"6960",0.5,"Ideal","E","SI1",62.2,57,1410,5.06,5.1,3.16,0
"4041",1.09,"Ideal","F","IF",61.4,55,11846,6.61,6.68,4.09,1
"28518",0.5,"Premium","G","VVS2",59.6,60,1935,5.18,5.15,3.08,0
"35906",0.51,"Ideal","H","IF",62.3,54,1879,5.14,5.17,3.21,0
"39101",1.22,"Very Good","F","VS2",62.3,57,8575,6.8,6.84,4.25,1
"37823",1.25,"Very Good","F","SI2",58,63,5851,7.16,7.06,4.13,1
"2296",1.5,"Fair","H","SI2",66,64,5000,7.1,6.97,4.64,1
"29582",0.72,"Premium","F","VS1",62.2,57,3167,5.74,5.67,3.55,0
"25756",0.7,"Ideal","E","VS1",62.1,56,3472,5.7,5.66,3.53,0
